timestamp,filename,test_case_image_quality,test_case_image_lighting,test_case_image_resolution,test_case_object_count,test_case_vehicle_distance,test_case_camera_angle,path_original_image,path_detected_image,path_cropped_vehicle,path_cropped_plate,detection_type,pairing_method,pairing_confidence,class_vehicle,confidence_score_vehicle_detection,predicted_class_vehicle,actual_class_vehicle,class_plate,predicted_class_plate,actual_class_plate,confidence_score_plate_detection,plate_number,predicted_plate_number,actual_plate_number,confidence_score_plate_ocr,processing_time_vehicle_detection,processing_time_plate_detection,processing_time_plate_recognition
2025-06-05T14:19:59Z,v4_image_test (247).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-19-59_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-19-59_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-19-59_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-19-59_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9486882687,car,car,plate,plate,plate,0.8858163953,DP 8984 TA,DP 8984 TA,DP 8984 TA,0.9,191,167,2151
2025-06-05T14:20:01Z,v4_image_test (257).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-20-01_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-20-01_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-20-01_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-20-01_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9731029868,car,car,plate,plate,plate,0.8955955505,DD 1109 EW,DD 1109 EW,DD 1109 EW,0.9,205,208,1780
2025-06-05T14:20:04Z,v4_image_test (259).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-20-04_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-20-04_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-20-04_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-20-04_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9680038095,car,car,plate,plate,plate,0.8997363448,DD 1537 DJ,DD 1537 DJ,DD 1537 DJ,0.9,172,178,1773
2025-06-05T14:20:08Z,v4_image_test (260).jpg,good,day,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-20-08_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-20-08_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-20-08_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-20-08_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9584371448,car,car,plate,plate,plate,0.895852685,DD 8642 TC,DD 8642 TC,DD 8642 TC,0.9,170,192,1691
2025-06-05T14:20:17Z,v4_image_test (288).jpg,average,day,medium,single,near,top_down,images_processed/uploaded_vehicle_images/2025-06-05_14-20-17_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-20-17_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-20-17_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-20-17_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.9444410205,car,car,plate,plate,plate,0.8537595868,B 2219 FFI,B 2219 FFI,B 2219 FFI,0.9,165,188,1648
2025-06-05T14:20:28Z,v4_image_test (301).jpg,average,night,low,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-20-28_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-20-28_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-20-28_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-20-28_detected_plate1.jpg,vehicle_with_plate,containment,0.95,motorcycle,0.7772970796,motorcycle,motorcycle,plate,plate,plate,0.8258300424,B 5875 TFX,B 5875 TFX,B 5875 TFX,0.9,210,204,1919
2025-06-05T14:20:31Z,v4_image_test (304).jpg,average,lit,low,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-20-31_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-20-31_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-20-31_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-20-31_detected_plate1.jpg,vehicle_with_plate,containment,0.94,motorcycle,0.8471665978,motorcycle,motorcycle,plate,plate,plate,0.8144538403,B 3306 KYC,B 3306 KYC,B 3306 KWC,0.9,173,166,1734
2025-06-05T14:21:11Z,v4_image_test (376).jpg,average,day,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-21-11_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-11_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-11_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-11_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9630327225,car,car,plate,plate,plate,0.89971596,AD 1038 LG,AD 1038 LG,AD 1038 LG,0.9,166,183,1655
2025-06-05T14:21:20Z,v4_image_test (400).jpg,poor,lit,medium,multiple,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-21-20_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-20_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-20_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-20_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.8413074613,car,car,plate,plate,plate,0.8644295931,DB 8814 BI,DB 8814 BI,DB 8814 BI,0.9,158,170,1750
2025-06-05T14:21:25Z,v4_image_test (408).jpg,poor,lit,low,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-21-25_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-25_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-25_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-25_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.8609550595,car,car,plate,plate,plate,0.8682937026,DK 1581Q SY,DK 1581Q SY,DB 5240 AB,0.9,171,174,1822
2025-06-05T14:21:30Z,v4_image_test (471).jpg,average,day,medium,multiple,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-21-30_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-30_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-30_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-30_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9553923011,car,car,plate,plate,plate,0.8860391974,DK 1746 AAD,DK 1746 AAD,DK 1740 AAD,0.95,178,180,1823
2025-06-05T14:21:35Z,v4_image_test (491).jpg,average,day,medium,multiple,near,top_down,images_processed/uploaded_vehicle_images/2025-06-05_14-21-35_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-35_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-35_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-35_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.9597955346,car,car,plate,plate,plate,0.866933763,B 1323 DOP,B 1323 DOP,B 1323 DOP,0.9,203,171,1802
2025-06-05T14:21:37Z,v4_image_test (499).jpg,average,night,low,multiple,medium,front,images_processed/uploaded_vehicle_images/2025-06-05_14-21-37_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-37_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-37_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-37_detected_plate1.jpg,vehicle_with_plate,containment,0.94,motorcycle,0.8604777455,motorcycle,motorcycle,plate,plate,plate,0.811542809,B 3641 SKS,B 3641 SKS,B 3641 SKS,0.9,182,217,1763
2025-06-05T14:21:48Z,v4_image_test (507).jpg,average,night,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-21-48_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-48_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-48_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-48_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.8833858967,car,car,plate,plate,plate,0.8957229853,B 1501 RKJ,B 1501 RKJ,B 1501 RKI,0.9,168,170,1879
2025-06-05T14:21:50Z,v4_image_test (508).jpg,average,lit,low,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-21-50_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-50_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-50_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-50_detected_plate1.jpg,vehicle_with_plate,containment,0.95,motorcycle,0.801761508,motorcycle,motorcycle,plate,plate,plate,0.8402686119,B 5137 TKI,B 5137 TKI,B 5137 TKI,0.8,163,171,1712
2025-06-05T14:21:55Z,v4_image_test (515).jpg,average,night,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-21-55_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-55_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-55_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-55_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9337394834,car,car,plate,plate,plate,0.8834170699,B 1750 TRU,B 1750 TRU,B 1750 TRU,0.9,164,171,1842
2025-06-05T14:21:57Z,v4_image_test (516).jpg,average,night,medium,multiple,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-21-57_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-21-57_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-21-57_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-21-57_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.933227241,car,car,plate,plate,plate,0.8756543994,F 1065,F 1065,F 1065,0.95,155,165,1797
2025-06-05T14:22:04Z,v4_image_test (543).jpg,good,day,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-22-04_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-22-04_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-22-04_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-22-04_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9424663186,car,car,plate,plate,plate,0.9042293429,DD 8678 RC,DD 8678 RC,DD 8678 RC,0.9,174,160,1796
2025-06-05T14:22:19Z,v4_image_test (97).jpg,average,day,low,multiple,medium,front,images_processed/uploaded_vehicle_images/2025-06-05_14-22-19_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-22-19_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-22-19_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-22-19_detected_plate1.jpg,vehicle_with_plate,containment,0.96,motorcycle,0.8960028291,motorcycle,motorcycle,plate,plate,plate,0.8802726269,DK 2527 TM,DK 2527 TM,DK 2527 TH,0.9,175,170,1817
2025-06-05T14:22:23Z,v5_image_test (137).jpg,good,day,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-22-23_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-22-23_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-16-51_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-22-23_detected_plate1.jpg,vehicle_with_plate,containment,0.97,car,0.9501097202,car,car,plate,plate,plate,0.8218933344,AD 1681 GZ,AD 1681 GZ,AD 1681 GZ,0.95,238,240,2162
2025-06-05T14:22:23Z,v5_image_test (137).jpg,good,day,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-22-23_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-22-23_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-22-23_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-22-23_detected_plate1.jpg,vehicle_with_plate,containment,0.95,car,0.9645494223,car,car,plate,plate,plate,0.8218933344,AD 1681 GZ,AD 1681 GZ,AD 1681 GZ,0.95,246,226,2162
2025-06-05T14:22:55Z,v5_image_test (150).jpg,good,day,medium,multiple,medium,front,images_processed/uploaded_vehicle_images/2025-06-05_14-22-55_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-22-55_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-22-55_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-22-55_detected_plate1.jpg,vehicle_with_plate,containment,0.92,motorcycle,0.9129854441,motorcycle,motorcycle,plate,plate,plate,0.7199496031,AD 5064 E,AD 5064 E,AD 5064 E,0.95,234,282,1704
2025-06-05T14:22:57Z,v5_image_test (152).jpg,good,day,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-22-57_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-22-57_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-22-57_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-22-57_detected_plate1.jpg,vehicle_with_plate,containment,0.93,car,0.9585398436,car,car,plate,plate,plate,0.775259614,AD 1237 JY,AD 1237 JY,AD 1237 JY,0.95,279,241,2253
2025-06-05T14:23:00Z,v5_image_test (172).jpg,average,lit,medium,multiple,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-23-00_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-23-00_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-23-00_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-23-00_detected_plate1.jpg,vehicle_with_plate,containment,0.94,motorcycle,0.9004867077,motorcycle,motorcycle,plate,plate,plate,0.8078403473,AD 2769 LE,AD 2769 LE,AD 2769 LE,0.95,228,235,1809
2025-06-05T14:23:40Z,v5_image_test (183).jpg,average,lit,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-23-40_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-23-40_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-23-40_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-23-40_detected_plate1.jpg,vehicle_with_plate,containment,0.92,car,0.9520453811,car,car,plate,plate,plate,0.745352149,K 1080 HA,K 1080 HA,K 1080 HA,0.95,242,225,2031
2025-06-05T14:23:42Z,v5_image_test (186).jpg,average,lit,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-23-42_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-23-42_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-23-42_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-23-42_detected_plate1.jpg,vehicle_with_plate,containment,0.5,car,0.9668188691,car,car,plate,plate,plate,0.8319572806,AD 1261 JR,AD 1261 JR,AD 1261 JR,0.9,237,240,1929
2025-06-05T14:24:18Z,v5_image_test (202).jpg,average,lit,medium,multiple,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-24-18_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-24-18_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-24-18_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-24-18_detected_plate1.jpg,vehicle_with_plate,containment,0.95,car,0.8457466364,car,car,plate,plate,plate,0.8254140615,8109-04,8109-04,8109-04,0.9,239,235,1876
2025-06-05T14:24:21Z,v5_image_test (204).jpg,average,day,medium,multiple,medium,side,images_processed/uploaded_vehicle_images/2025-06-05_14-24-21_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-24-21_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-24-21_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-24-21_detected_plate1.jpg,vehicle_with_plate,containment,0.91,car,0.956029892,car,car,plate,plate,plate,0.7136708498,8128-03,8128-03,8128-03,0.9,245,244,3691
2025-06-05T14:24:25Z,v5_image_test (207).jpg,good,day,medium,single,near,side,images_processed/uploaded_vehicle_images/2025-06-05_14-24-25_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-24-25_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-24-25_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-24-25_detected_plate1.jpg,vehicle_with_plate,containment,0.96,car,0.949055016,car,car,plate,plate,plate,0.8508579731,2098-42,2098-42,2098-42,0.95,250,235,2250
2025-06-05T14:24:35Z,v5_image_test (53).jpg,average,night,medium,single,near,front,images_processed/uploaded_vehicle_images/2025-06-05_14-24-35_uploaded_image.jpg,images_processed/detected_plate_images/2025-06-05_14-24-35_detected_image.jpg,images_processed/cropped_vehicle_images\2025-06-05_14-24-35_detected_vehicle1.jpg,images_processed/cropped_plate_images/2025-06-05_14-24-35_detected_plate1.jpg,vehicle_with_plate,containment,0.95,car,0.9411113262,car,car,plate,plate,plate,0.8327552676,DK 940 KF,DK 940 KF,DK 940 KF,0.95,238,221,2067
